# L=64 A=10.0000 dir=axial thermostat=on coupling=on gamma=0.0200 T=0.00500 seed=0xE0102001 backend=cpu
tick,manifested_count,cluster_size,positive_count,negative_count,genesis_events,evap_events
98,6,6,3,3,0,0
99,6,6,3,3,0,0
100,6,6,3,3,0,0
101,6,6,3,3,0,0
102,6,6,3,3,0,0
103,6,6,3,3,0,0
104,6,6,3,3,0,0
105,6,6,3,3,0,0
106,6,6,3,3,0,0
107,6,6,3,3,0,0
108,6,6,3,3,0,0
109,6,6,3,3,0,0
110,6,6,3,3,0,0
111,6,6,3,3,0,0
112,6,6,3,3,0,0
113,6,6,3,3,0,0
114,6,6,3,3,0,0
115,6,6,3,3,0,0
116,6,6,3,3,0,0
117,6,6,3,3,0,0
118,6,6,3,3,0,0
119,6,6,3,3,0,0
120,6,6,3,3,0,0
121,6,6,3,3,0,0
122,6,6,3,3,0,0
123,6,6,3,3,0,0
124,6,6,3,3,0,0
125,6,6,3,3,0,0
126,6,6,3,3,0,0
127,6,6,3,3,0,0
128,6,6,3,3,0,0
129,6,6,3,3,0,0
130,6,6,3,3,0,0
131,6,6,3,3,0,0
132,6,6,3,3,0,0
133,6,6,3,3,0,0
134,6,6,3,3,0,0
135,6,6,3,3,0,0
136,6,6,3,3,0,0
137,6,6,3,3,0,0
138,6,6,3,3,0,0
139,6,6,3,3,0,0
140,6,6,3,3,0,0
141,6,6,3,3,0,0
142,6,6,3,3,0,0
143,6,6,3,3,0,0
144,6,6,3,3,0,0
145,6,6,3,3,0,0
146,6,6,3,3,0,0
147,6,6,3,3,0,0
148,6,6,3,3,0,0
149,6,6,3,3,0,0
150,6,6,3,3,0,0
151,6,6,3,3,0,0
152,6,6,3,3,0,0
153,6,6,3,3,0,0
154,6,6,3,3,0,0
155,6,6,3,3,0,0
156,6,6,3,3,0,0
157,6,6,3,3,0,0
158,6,6,3,3,0,0
159,6,6,3,3,0,0
160,6,6,3,3,0,0
161,6,6,3,3,0,0
162,6,6,3,3,0,0
163,6,6,3,3,0,0
164,6,6,3,3,0,0
165,6,6,3,3,0,0
166,6,6,3,3,0,0
167,6,6,3,3,0,0
168,6,6,3,3,0,0
169,6,6,3,3,0,0
170,6,6,3,3,0,0
171,6,6,3,3,0,0
172,6,6,3,3,0,0
173,6,6,3,3,0,0
174,6,6,3,3,0,0
175,6,6,3,3,0,0
176,6,6,3,3,0,0
177,6,6,3,3,0,0
178,6,6,3,3,0,0
179,6,6,3,3,0,0
180,6,6,3,3,0,0
181,6,6,3,3,0,0
182,6,6,3,3,0,0
183,6,6,3,3,0,0
184,6,6,3,3,0,0
185,6,6,3,3,0,0
186,6,6,3,3,0,0
187,6,6,3,3,0,0
188,6,6,3,3,0,0
189,6,6,3,3,0,0
190,6,6,3,3,0,0
191,6,6,3,3,0,0
192,6,6,3,3,0,0
193,6,6,3,3,0,0
194,6,6,3,3,0,0
195,6,6,3,3,0,0
196,6,6,3,3,0,0
197,6,6,3,3,0,0
198,6,6,3,3,0,0
199,6,6,3,3,0,0
200,6,6,3,3,0,0
201,6,6,3,3,0,0
202,6,6,3,3,0,0
203,6,6,3,3,0,0
204,6,6,3,3,0,0
205,6,6,3,3,0,0
206,6,6,3,3,0,0
207,6,6,3,3,0,0
208,6,6,3,3,0,0
209,6,6,3,3,0,0
210,6,6,3,3,0,0
211,6,6,3,3,0,0
212,6,6,3,3,0,0
213,6,6,3,3,0,0
214,6,6,3,3,0,0
215,6,6,3,3,0,0
216,6,6,3,3,0,0
217,6,6,3,3,0,0
218,6,6,3,3,0,0
219,6,6,3,3,0,0
220,6,6,3,3,0,0
221,6,6,3,3,0,0
222,6,6,3,3,0,0
223,6,6,3,3,0,0
224,6,6,3,3,0,0
225,6,6,3,3,0,0
226,6,6,3,3,0,0
227,6,6,3,3,0,0
228,6,6,3,3,0,0
229,6,6,3,3,0,0
230,6,6,3,3,0,0
231,6,6,3,3,0,0
232,6,6,3,3,0,0
233,6,6,3,3,0,0
234,6,6,3,3,0,0
235,6,6,3,3,0,0
236,6,6,3,3,0,0
237,6,6,3,3,0,0
238,6,6,3,3,0,0
239,6,6,3,3,0,0
240,6,6,3,3,0,0
241,6,6,3,3,0,0
242,6,6,3,3,0,0
243,6,6,3,3,0,0
244,6,6,3,3,0,0
245,6,6,3,3,0,0
246,6,6,3,3,0,0
247,6,6,3,3,0,0
248,6,6,3,3,0,0
249,6,6,3,3,0,0
250,6,6,3,3,0,0
251,6,6,3,3,0,0
252,6,6,3,3,0,0
253,6,6,3,3,0,0
254,6,6,3,3,0,0
255,6,6,3,3,0,0
256,6,6,3,3,0,0
257,6,6,3,3,0,0
258,6,6,3,3,0,0
259,6,6,3,3,0,0
260,6,6,3,3,0,0
261,6,6,3,3,0,0
262,6,6,3,3,0,0
263,6,6,3,3,0,0
264,6,6,3,3,0,0
265,6,6,3,3,0,0
266,6,6,3,3,0,0
267,6,6,3,3,0,0
268,6,6,3,3,0,0
269,6,6,3,3,0,0
270,6,6,3,3,0,0
271,6,6,3,3,0,0
272,6,6,3,3,0,0
273,6,6,3,3,0,0
274,6,6,3,3,0,0
275,6,6,3,3,0,0
276,6,6,3,3,0,0
277,6,6,3,3,0,0
278,6,6,3,3,0,0
279,6,6,3,3,0,0
280,6,6,3,3,0,0
281,6,6,3,3,0,0
282,6,6,3,3,0,0
283,6,6,3,3,0,0
284,6,6,3,3,0,0
285,6,6,3,3,0,0
286,6,6,3,3,0,0
287,6,6,3,3,0,0
288,6,6,3,3,0,0
289,6,6,3,3,0,0
290,6,6,3,3,0,0
291,6,6,3,3,0,0
292,6,6,3,3,0,0
293,6,6,3,3,0,0
294,6,6,3,3,0,0
295,6,6,3,3,0,0
296,6,6,3,3,0,0
297,6,6,3,3,0,0
298,6,6,3,3,0,0
299,6,6,3,3,0,0
